id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,month/year
1035105828386935445,Sumner Beach Pad,548626603,Maxine,Christchurch City,Heathcote Ward,-43.57279002045904,172.76457086205482,Entire home/apt,1046.0,3.0,8,2026-01-17,0.31,1,346,3,,2026-01
1035213030226263971,New inner City apartment!,49892033,Thomas,Christchurch City,Central Ward,-43.5263919,172.6312984,Entire home/apt,342.0,1.0,48,2026-03-14,1.8,1,235,27,,2026-03
1035679923207298025,Luxury Ocean View Retreat | Private Beach,131004794,Annabel,Christchurch City,Banks Peninsula Ward,-43.67802,173.03795,Entire home/apt,515.0,2.0,145,2026-03-17,5.36,2,196,64,,2026-03
1035780052969941865,"10 min Airport | Private 2 Bedrooms, Bath & Lounge",236208457,Vinu,Christchurch City,Hornby Ward,-43.54941230000001,172.5338239,Private room,189.0,1.0,96,2026-03-15,3.44,2,341,40,,2026-03
1035878258810578984,Stunning Summer Holiday Rental,102449321,Sean,Christchurch City,Halswell Ward,-43.56091,172.56994,Entire home/apt,235.0,30.0,0,,,1,263,0,,
1036401474743681775,Studio with a View,82363146,Wendy,Christchurch City,Cashmere Ward,-43.58538,172.63654,Entire home/apt,137.0,1.0,92,2026-03-06,3.33,4,258,21,,2026-03
1037256800469110764,Single room in Character Villa,29970846,Nick,Christchurch City,Linwood Ward,-43.54164,172.66321,Private room,55.0,2.0,17,2025-03-07,0.62,3,179,0,,2025-03
1038553779583124065,Botanic Bliss Bungalow: 1 bed loft,482671075,Care Property Stays,Christchurch City,Central Ward,-43.5335979,172.6499267,Entire home/apt,229.0,1.0,99,2026-02-17,3.56,147,251,35,,2026-02
1038820178909041057,#2 Riverside Guest House in New Brighton,136520408,Anny,Christchurch City,Coastal Ward,-43.509358,172.7220944,Private room,80.0,1.0,28,2026-02-28,1.01,3,172,11,,2026-02
1038843757605729945,4BR Home Next to Nature Parks mins to supermarket,110408144,Shiyao,Christchurch City,Halswell Ward,-43.58378024207667,172.55920439649188,Entire home/apt,537.0,1.0,12,2026-03-14,0.44,2,308,8,,2026-03
1038906639695908558,One Bedroom up for grabs,521722847,William,Christchurch City,Fendalton Ward,-43.50581,172.61695,Private room,92.0,1.0,0,,,2,269,0,,
1039291772189383226,Stylish~Central~Gated free car park,537318846,Jemima,Christchurch City,Central Ward,-43.51635,172.63747,Entire home/apt,204.0,1.0,154,2026-03-12,5.96,5,59,97,,2026-03
1039352271020081872,Gem one bedroom townhouse in CBD,211195948,Jenny,Christchurch City,Central Ward,-43.53406,172.65034,Entire home/apt,194.0,1.0,48,2026-03-08,1.73,20,241,22,,2026-03
1039533776526946400,Convenient Urban Townhouse 2 carparks available,45768555,Hasslefree Accommodation,Christchurch City,Central Ward,-43.52938,172.65176,Entire home/apt,250.0,1.0,64,2026-02-12,2.34,65,341,13,,2026-02
1039889404397068556,Young Heart of the Harbour (& breakfast),37434003,Antje,Christchurch City,Banks Peninsula Ward,-43.6262755,172.739567,Private room,209.0,1.0,1,2025-03-02,0.08,2,290,0,,2025-03
1040038269419481427,Beachside cabin,498286875,Anna,Christchurch City,Coastal Ward,-43.52782592227783,172.7360013536194,Entire home/apt,155.0,1.0,10,2026-03-06,0.37,1,269,7,,2026-03
1040156052687115632,Stylish~Central~Gated free car park-King Beds,537318846,Jemima,Christchurch City,Innes Ward,-43.51499,172.63791,Entire home/apt,243.0,1.0,168,2026-03-06,6.45,5,59,75,,2026-03
1040165894333073209,Gated free car park~Central~2 Bathroom,537318846,Jemima,Christchurch City,Central Ward,-43.51671,172.63641,Entire home/apt,273.0,1.0,212,2026-03-10,8.14,5,81,102,,2026-03
1040165976858575249,Stylish~Central~Gated free car park-King Bed,537318846,Jemima,Christchurch City,Central Ward,-43.51706,172.63595,Entire home/apt,198.0,1.0,131,2026-03-13,5.1,5,21,71,,2026-03
1040202047132050220,Stylish ~Gated free car park~King bed~Central,537318846,Jemima,Christchurch City,Innes Ward,-43.51545,172.63793,Entire home/apt,233.0,1.0,150,2026-03-11,5.78,5,13,87,,2026-03
1040782889758673280,Hidden Treasure in Hornby 2 Beds,74811135,Maggie,Christchurch City,Hornby Ward,-43.54265,172.51748,Entire home/apt,276.0,1.0,32,2026-03-07,1.2,41,115,20,,2026-03
1041062993898302148,Holly Road Executive Townhouse,81390838,Perfect Stays,Christchurch City,Fendalton Ward,-43.51746,172.62558,Entire home/apt,817.0,2.0,19,2025-12-23,0.72,47,3,5,,2025-12
1041553491428912543,House of Serenity.,547933078,Kapil,Christchurch City,Linwood Ward,-43.55012,172.6898,Private room,68.0,1.0,12,2025-02-25,0.44,2,269,0,,2025-02
1041614486694611256,Start your Family Holiday here,550006618,James,Christchurch City,Central Ward,-43.5187446,172.6453485,Entire home/apt,235.0,2.0,38,2026-03-01,1.4,1,337,18,,2026-03
1041869261357192819,Home away from home.,547933078,Kapil,Christchurch City,Linwood Ward,-43.54932935377938,172.69013922661543,Private room,72.0,1.0,22,2026-02-26,0.84,2,267,4,,2026-02
1043242154679592063,Classy Modern Unit 6 mins from Airport & shops/bus,28774099,Liz,Christchurch City,Harewood Ward,-43.4864933,172.5852899,Entire home/apt,170.0,1.0,46,2026-03-19,1.7,3,225,18,,2026-03
1044367768338614141,"Modern 2-Bedroom Oasis, Just Steps from the Beach",374915856,Simon,Christchurch City,Coastal Ward,-43.5478915,172.7462131,Entire home/apt,353.0,1.0,29,2025-12-08,1.06,111,247,4,,2025-12
1045273739890816252,Comfortable Stay With Affordable Price.,550753812,Manpreet,Christchurch City,Heathcote Ward,-43.549515739465,172.6517293229699,Private room,67.0,1.0,81,2026-03-13,3.01,1,76,51,,2026-03
1045438274929278193,On the park! Style in the CBD + Free Car Park,723581024,Nic,Christchurch City,Central Ward,-43.53256,172.64116,Entire home/apt,249.0,1.0,278,2026-03-16,10.12,2,12,125,,2026-03
1046157440027138070,Little Gem in a private place,235601944,Somalay,Christchurch City,Papanui Ward,-43.4945193,172.5988882,Private room,67.0,1.0,68,2026-03-18,2.51,1,48,45,,2026-03
1046476609476571582,New Brighton Beach Explore - King Bed and sofa bed,482671075,Care Property Stays,Christchurch City,Coastal Ward,-43.5088598,172.7312954,Entire home/apt,176.0,1.0,97,2026-03-08,3.59,147,164,44,,2026-03
1047381567484089523,Bellbird Cabin Heathcote Valley,113584452,Claudia,Christchurch City,Heathcote Ward,-43.5784019,172.7042553,Entire home/apt,,1.0,76,2025-03-04,2.78,1,0,0,,2025-03
1047531436179474590,Parkside Convenience â 1 BR Near Westfield,49642171,Lily-SimplyHost,Christchurch City,Riccarton Ward,-43.53426,172.5846,Entire home/apt,228.0,1.0,52,2026-02-12,2.02,95,246,22,,2026-02
1048048319234552432,Alpha Motel Eco Spa Studio,179297759,Peng,Christchurch City,Riccarton Ward,-43.5384412,172.5789749,Private room,152.0,1.0,1,2024-06-08,0.05,19,270,0,,2024-06
1048114951342428719,Alpha Motel Deluxe One-Bedroom,179297759,Peng,Christchurch City,Riccarton Ward,-43.5384412,172.5789749,Private room,168.0,1.0,2,2025-04-20,0.15,19,269,1,,2025-04
1048118207177320749,Relax Spa One-bedroom,179297759,Peng,Christchurch City,Riccarton Ward,-43.5384412,172.5789749,Entire home/apt,170.0,1.0,3,2025-01-09,0.11,19,270,0,,2025-01
1048232879335861473,Quiet and secluded in Sumner,413609185,Adam,Christchurch City,Heathcote Ward,-43.58516,172.7527,Entire home/apt,,5.0,0,,,1,269,0,,
1048306470874845097,Contemporary 2BR Apartment on St Asaph Street,331763232,Managed By Williams,Christchurch City,Central Ward,-43.5361789,172.6353027,Entire home/apt,211.0,2.0,88,2026-03-06,3.22,132,182,55,,2026-03
1048306929505766503,Sunny Oasis: Modern Loft Hidden on Cashel,311094794,Lulu,Christchurch City,Central Ward,-43.5335979,172.6499267,Entire home/apt,164.0,1.0,116,2026-02-23,4.28,1,165,52,,2026-02
1048322933496168281,Central City Comfort: 2-Bedroom Stay on St Asaph,331763232,Managed By Williams,Christchurch City,Central Ward,-43.5361789,172.6353027,Entire home/apt,218.0,1.0,91,2026-02-25,3.34,132,50,54,,2026-02
1048696109735271957,"No Cleaning Fee, Standard Studio",301768563,V,Christchurch City,Papanui Ward,-43.4894977,172.6148928,Entire home/apt,213.0,1.0,2,2024-03-17,0.08,2,333,0,,2024-03
1048872340397416517,Executive Family - 7 mins to city - Sleep 6,25553832,Rachel,Christchurch City,Halswell Ward,-43.56451,172.58281,Entire home/apt,337.0,1.0,99,2026-03-06,3.84,2,76,41,,2026-03
1048912954468506357,Hagley Park Townhouse,523186247,Dan,Christchurch City,Riccarton Ward,-43.52941,172.61097,Entire home/apt,207.0,1.0,23,2026-01-04,0.85,2,57,5,,2026-01
1048913895671608761,Opawa house,551462929,MarÃ­a Rosa,Christchurch City,Heathcote Ward,-43.54895161198882,172.65845320346875,Private room,80.0,2.0,29,2026-03-01,1.08,1,263,16,,2026-03
1049690496785725722,Hilltop Hideaway Akaroa,92070095,Philippa,Christchurch City,Banks Peninsula Ward,-43.81054,172.97109,Entire home/apt,196.0,2.0,86,2026-03-20,3.17,1,231,28,,2026-03
1050047867112702983,Chic 2-Bed Townhouse in Heart of Christchurch,49642171,Lily-SimplyHost,Christchurch City,Spreydon Ward,-43.5514,172.616,Entire home/apt,276.0,1.0,43,2026-03-19,1.61,95,334,15,,2026-03
1050226937718084984,"Views + Quiet, Akaroa Retreat- pet friendly",24205506,"Mayie, Judi And Karen At Bookahome",Christchurch City,Banks Peninsula Ward,-43.81078,172.96749,Entire home/apt,352.0,2.0,19,2026-02-20,0.75,83,331,4,,2026-02
1051269971528217000,Varsity Retreat â Spacious 4-Bed Near UC,49642171,Lily-SimplyHost,Christchurch City,Riccarton Ward,-43.5184656,172.5707305,Entire home/apt,457.0,1.0,51,2026-02-26,1.93,95,93,11,,2026-02
1051916457455033788,Christchurch City Villa,34476868,Jessica,Christchurch City,Innes Ward,-43.51135,172.65024,Entire home/apt,457.0,1.0,4,2026-01-04,0.23,1,262,1,,2026-01
1052287782857086144,Max Three Bedroom Spa Penthouse,179297759,Peng,Christchurch City,Riccarton Ward,-43.5384412,172.5789749,Entire home/apt,374.0,1.0,2,2025-11-15,0.14,19,269,1,,2025-11
1052298247844448567,Alpha Motel Elite Spa Studio,179297759,Peng,Christchurch City,Riccarton Ward,-43.5384412,172.5789749,Entire home/apt,155.0,1.0,19,2026-03-07,0.97,19,269,14,,2026-03
1052313220438263444,Two Bedroom Family Spa Apartment,179297759,Peng,Christchurch City,Riccarton Ward,-43.5384412,172.5789749,Entire home/apt,248.0,1.0,10,2026-01-11,0.37,19,270,5,,2026-01
1052320855959750967,Two Bedroom Family Spa Unit,179297759,Peng,Christchurch City,Riccarton Ward,-43.5384412,172.5789749,Entire home/apt,248.0,1.0,6,2026-02-06,0.23,19,270,1,,2026-02
1052418029842952222,Alpha Motel One-bedroom with Spa,179297759,Peng,Christchurch City,Riccarton Ward,-43.53789,172.57978,Entire home/apt,170.0,1.0,22,2026-03-06,0.82,19,269,8,,2026-03
1052497591187977012,"Single Level Studio, CBD Escape: King bed",551181197,Paula Kat Charlotte,Christchurch City,Central Ward,-43.5360956,172.63505,Entire home/apt,191.0,1.0,131,2026-03-07,4.84,188,222,65,,2026-03
1052547623341395950,"Cosy, Low-Tox, Unplugged, Sydenham Sanctuary",65959940,Terra-Lynn,Christchurch City,Heathcote Ward,-43.55233,172.6437,Entire home/apt,236.0,3.0,3,2024-02-11,0.11,1,179,0,,2024-02
1053060138588435011,Discover Elegance - New central Haven. 3 bedroom,551181197,Paula Kat Charlotte,Christchurch City,Central Ward,-43.5360956,172.63505,Entire home/apt,300.0,1.0,152,2026-03-08,5.6,188,220,59,,2026-03
1053928068943885260,Escape at the park: 1 bed 1 bath w/carpark,551181197,Paula Kat Charlotte,Christchurch City,Riccarton Ward,-43.53577171428847,172.58450606732026,Entire home/apt,195.0,1.0,83,2026-03-03,3.06,188,246,36,,2026-03
1054636517061925091,Central Christchurch: Santorini Style 1BR Studio,551181197,Paula Kat Charlotte,Christchurch City,Central Ward,-43.5360956,172.63505,Entire home/apt,237.0,1.0,58,2026-01-25,2.14,188,255,16,,2026-01
1054637061055430832,Cityscape Green Haven,74525992,Bryce,Christchurch City,Central Ward,-43.535504143303775,172.63543347605744,Entire home/apt,331.0,2.0,102,2026-03-21,3.82,1,291,50,,2026-03
1055261341909149545,Executive Ground Floor Apartment in Merivale,682808597,Devon,Christchurch City,Central Ward,-43.52249,172.62243,Entire home/apt,425.0,1.0,91,2026-02-28,3.5,22,254,54,,2026-02
1055403304575538316,Hillside Rural Haven,552831298,Penny,Christchurch City,Cashmere Ward,-43.57855,172.62232,Entire home/apt,177.0,2.0,24,2026-02-26,0.93,1,229,9,,2026-02
1055942315332859716,Budget Room  Centrally located,96129652,Su,Christchurch City,Fendalton Ward,-43.50348128155772,172.58698046207428,Private room,,1.0,146,2025-11-30,5.38,4,0,38,,2025-11
1055944673062586321,Budget Single Room close to Airport,96129652,Su,Christchurch City,Fendalton Ward,-43.50445,172.58762,Private room,,1.0,125,2026-01-23,4.62,4,0,32,,2026-01
1056001137050214112,Luxury 2-Bed CBD Townhouse with Parking,49642171,Lily-SimplyHost,Christchurch City,Central Ward,-43.5361789,172.6353027,Entire home/apt,262.0,1.0,13,2026-02-12,0.48,95,310,2,,2026-02
1056642375891397483,"St Alban's Sanctuary(offstreet parking, 3km 2 CBD)",287242301,Linda,Christchurch City,Innes Ward,-43.51157,172.64719,Entire home/apt,337.0,1.0,44,2026-03-17,1.63,2,216,23,,2026-03
1056675792148649772,Greek Island Inspired 2 Bed room 1 Bath Townhouse,551181197,Paula Kat Charlotte,Christchurch City,Central Ward,-43.5360956,172.63505,Entire home/apt,292.0,1.0,37,2026-01-16,1.37,188,244,13,,2026-01
1056679122662235967,2BR/2BA Townhouse + Parking by Hagley Park,510565698,Kieran,Christchurch City,Fendalton Ward,-43.5186262,172.6250373,Entire home/apt,321.0,1.0,14,2026-01-07,0.55,2,234,4,,2026-01
1056783083626078009,Modern City Lifestyle: 2 Bedroom 1 Bath,551181197,Paula Kat Charlotte,Christchurch City,Central Ward,-43.5361789,172.6353027,Entire home/apt,363.0,1.0,48,2026-01-27,1.78,188,248,17,,2026-01
1056862048445629495,Style meets comfort 2 Bed CHCH CBD,551181197,Paula Kat Charlotte,Christchurch City,Central Ward,-43.5361789,172.6353027,Entire home/apt,240.0,1.0,91,2026-03-10,3.38,188,241,53,,2026-03
1056914490055508782,Aylmers Valley Vista,553244065,Amy,Christchurch City,Banks Peninsula Ward,-43.8140677,172.9615118,Entire home/apt,571.0,2.0,12,2026-03-07,0.46,1,354,7,,2026-03
1057494426658475676,Casebrook Guest Suite - 5 min drive to airport,553364401,Timothy,Christchurch City,Harewood Ward,-43.469555970085935,172.6016340404749,Entire home/apt,131.0,1.0,179,2026-03-01,6.64,1,162,72,,2026-03
1058298074934714161,City-Fringe Room Available - Queen Bed,69693674,Ben,Christchurch City,Central Ward,-43.51488,172.64884,Private room,97.0,2.0,81,2026-03-09,3.07,2,242,29,,2026-03
1059027196631020917,Magic on Maffeys,184737876,Leanne,Christchurch City,Heathcote Ward,-43.5592418,172.7235657,Entire home/apt,505.0,30.0,0,,,1,263,0,,
1059045323270242661,Entire place in Christchurch,231230780,Cecilia,Christchurch City,Linwood Ward,-43.52805,172.68337,Entire home/apt,137.0,2.0,20,2026-02-28,0.78,1,124,13,,2026-02
1059780873612306655,City heaven on Tuam Street 2beds1bath,86216394,Min,Christchurch City,Central Ward,-43.53525,172.63105,Entire home/apt,241.0,1.0,71,2026-03-03,2.7,37,149,39,,2026-03
1061077356432442792,Max Penthouse 3 Bedroom with Spa,179297759,Peng,Christchurch City,Riccarton Ward,-43.5384412,172.5789749,Entire home/apt,373.0,1.0,3,2026-02-06,0.21,19,268,1,,2026-02
1061831977473227709,Children's Bay Exclusive - Akaroa,599729683,Grand Hotel Akaroa,Christchurch City,Banks Peninsula Ward,-43.79834,172.96314,Entire home/apt,851.0,1.0,87,2026-02-26,3.3,6,336,46,,2026-02
1062136412909193640,KÅ«kupa Puni at Akaroa Lavender by Tiny Away,481232463,Tiny Away NZ,Christchurch City,Banks Peninsula Ward,-43.7462476,172.9373347,Entire home/apt,268.0,1.0,25,2025-10-11,0.94,97,353,6,,2025-10
1062391302156960250,Your own space in our hillside cottage,14035453,Mark,Christchurch City,Cashmere Ward,-43.5791148,172.6305125,Private room,121.0,2.0,33,2025-12-31,1.38,1,228,6,,2025-12
1062525801573252836,Your Ultimate Getaway Awaits! 3 bedroom,551181197,Paula Kat Charlotte,Christchurch City,Central Ward,-43.5361789,172.6353027,Entire home/apt,330.0,1.0,101,2026-03-09,3.84,188,223,42,,2026-03
1062865262741362065,A Tiny Home like no other!,293786612,Lynley,Christchurch City,Cashmere Ward,-43.5763966,172.6390174,Entire home/apt,257.0,2.0,15,2025-09-23,0.57,1,28,3,,2025-09
1063219451776799348,Ravensdale Vista,15742007,Pete & Tricia,Christchurch City,Halswell Ward,-43.5819335,172.6059837,Entire home/apt,286.0,2.0,3,2024-05-12,0.12,3,108,0,,2024-05
1063283926747099420,Sunny One Bedroom Apartment,57382,Elizabeth,Christchurch City,Heathcote Ward,-43.56855300723166,172.7359539412465,Entire home/apt,166.0,1.0,17,2026-02-27,0.65,1,32,7,,2026-02
1063907321961952573,City Fringe Townhouse,40836361,Emma,Christchurch City,Central Ward,-43.5172275,172.6393579,Entire home/apt,286.0,2.0,11,2025-12-31,0.42,1,28,2,,2025-12
1064160786159072795,Private Studio close to City,19922397,Victoria,Christchurch City,Central Ward,-43.52429,172.66945,Entire home/apt,115.0,1.0,135,2026-03-20,5.13,1,144,60,,2026-03
1064642687060747100,Apartment style Beach House. Birdlings Flat,190932031,Steve,Christchurch City,Banks Peninsula Ward,-43.82163374157432,172.7071768506714,Entire home/apt,172.0,1.0,50,2026-03-14,1.88,1,126,29,,2026-03
1064862769851053601,Retro Chic NY Style Apartment.,41068157,John,Christchurch City,Heathcote Ward,-43.56993,172.75882,Private room,111.0,1.0,21,2026-02-21,0.81,1,69,11,,2026-02
1065516901493509676,KaleidoNook: Enchanting 3-BR Magic on Rugby St.,202585247,Ohana,Christchurch City,Fendalton Ward,-43.51488,172.62124,Entire home/apt,405.0,1.0,160,2026-03-15,6.23,137,150,73,,2026-03
1065565103002127833,Bungalow in Riccarton,51287913,Shara,Christchurch City,Riccarton Ward,-43.53241,172.58045,Entire home/apt,273.0,1.0,39,2026-03-07,1.48,1,119,16,,2026-03
1066823401454630151,5 Minute Walk to Arena & Stadium,368515906,Jed,Christchurch City,Spreydon Ward,-43.54701,172.60299,Entire home/apt,227.0,1.0,75,2026-02-14,2.84,4,316,22,,2026-02
1066836001142569924,Sea View Retreat,41339123,Antoinette,Christchurch City,Banks Peninsula Ward,-43.80012,172.97275,Entire home/apt,611.0,2.0,32,2026-03-08,1.21,1,307,18,,2026-03
1066876155862022473,Lovely Family Home,30256766,Simon,Christchurch City,Riccarton Ward,-43.52711870433259,172.58902148763502,Entire home/apt,194.0,30.0,0,,,1,254,0,,
1066959172551806311,3 Bedroom House - NEW,98758734,North South Holiday Park,Christchurch City,Harewood Ward,-43.47173,172.57087,Private room,436.0,1.0,0,,,19,304,0,,
1067088958697917140,2-Bed Oasis with a King Bed and Green Accents,551181197,Paula Kat Charlotte,Christchurch City,Central Ward,-43.5324672,172.6493601,Entire home/apt,219.0,1.0,54,2026-02-24,2.04,188,247,29,,2026-02
1068528666894118761,Stunning House with Spa & Incredible Views,23389870,Hennie,Christchurch City,Banks Peninsula Ward,-43.63564,172.72036,Entire home/apt,268.0,1.0,208,2026-03-07,8.24,5,286,79,,2026-03
1068585801043939349,Christchurch Airport Stop,210171833,Lucy,Christchurch City,Waimairi Ward,-43.49821,172.56021,Entire home/apt,189.0,1.0,115,2026-03-07,4.41,1,268,31,,2026-03
1069093779086670816,Waimairi Road - Handy to University,24205506,"Mayie, Judi And Karen At Bookahome",Christchurch City,Waimairi Ward,-43.5098,172.57225,Entire home/apt,237.0,7.0,9,2026-02-21,0.35,83,287,5,,2026-02
1070750241106796779,Stylish 3BR City Apartment on St Asaph Street,331763232,Managed By Williams,Christchurch City,Central Ward,-43.53555,172.63593,Entire home/apt,274.0,1.0,77,2026-03-01,2.95,132,63,28,,2026-03
1070781893541346071,Cozy 2BR Apartment on Salisbury Street,331763232,Managed By Williams,Christchurch City,Central Ward,-43.52396,172.63575,Entire home/apt,264.0,1.0,13,2026-02-16,0.55,132,179,3,,2026-02
1070913847634979117,4mins walk to Westfield Riccarton Mall RM02,180085404,Urban Accommodation In Christchurch City,Christchurch City,Fendalton Ward,-43.52691,172.60212,Private room,,1.0,12,2025-07-16,0.46,3,0,1,,2025-07
1071959694413576088,Boat house by the sea,189607978,David,Christchurch City,Banks Peninsula Ward,-43.59848,172.72716,Entire home/apt,291.0,4.0,5,2026-01-11,0.33,1,263,2,,2026-01
1072597769953450545,Unbeatable Central City Location 2 bed Single lvl,551181197,Paula Kat Charlotte,Christchurch City,Central Ward,-43.527498,172.6391301,Entire home/apt,234.0,1.0,96,2026-02-07,3.7,188,253,31,,2026-02
1073394043399971340,Sanctuary close to the beach w/Sofa Bed,551181197,Paula Kat Charlotte,Christchurch City,Coastal Ward,-43.50919529999999,172.7308784,Entire home/apt,221.0,1.0,100,2026-03-07,3.83,188,17,60,,2026-03
1073598316388110078,Designer Detailing in the CBD: 2 bed 2.5 bath,551181197,Paula Kat Charlotte,Christchurch City,Central Ward,-43.535568,172.6318853,Entire home/apt,228.0,1.0,59,2026-03-10,2.27,188,217,28,,2026-03
1073660045082467500,"Modern, Ground Floor, CBD, Own Car Park, 2-3 Beds",537639282,Judith,Christchurch City,Central Ward,-43.5379577,172.6384266,Entire home/apt,358.0,1.0,31,2026-02-15,1.22,4,236,11,,2026-02
1074110761010947779,Renovated City Retreat - with secure carpark,24205506,"Mayie, Judi And Karen At Bookahome",Christchurch City,Central Ward,-43.52827,172.647,Entire home/apt,294.0,2.0,14,2026-02-27,0.55,83,328,7,,2026-02
1074194198870092313,Central Chch Greek Island Vibe: 2bed townhouse,551181197,Paula Kat Charlotte,Christchurch City,Central Ward,-43.5334596,172.6490214,Entire home/apt,266.0,1.0,27,2026-01-31,1.04,188,256,9,,2026-01
1075018761891951372,"4bed/4bath/Carpark ""Urban Elegance Retreat""",264130845,Kim And Tj,Christchurch City,Central Ward,-43.5355988,172.6317141,Entire home/apt,744.0,1.0,74,2026-03-06,2.88,2,144,25,,2026-03
1075046067944166730,3 mins to Hagley Park 3 minutes to Hospital & CBD,653716932,Harper,Christchurch City,Central Ward,-43.53845,172.62569,Entire home/apt,222.0,1.0,73,2026-03-05,3.16,1,330,38,,2026-03
1075697762942486211,CBD Luxury Apartment Free Parking Stunning Views,45768555,Hasslefree Accommodation,Christchurch City,Central Ward,-43.53508,172.63488,Entire home/apt,298.0,1.0,58,2026-02-26,2.24,65,279,29,,2026-02
1077223799173026482,5mins walk to Riccarton House and Bush RM01,180085404,Urban Accommodation In Christchurch City,Christchurch City,Riccarton Ward,-43.52848,172.6017,Private room,115.0,1.0,23,2025-02-09,0.89,3,7,0,,2025-02
1079183231161406199,"Comfy 1-Bed Apartment with Park Views, Sleeps 4",551181197,Paula Kat Charlotte,Christchurch City,Central Ward,-43.5381954,172.6211778,Entire home/apt,287.0,1.0,83,2026-02-05,3.21,188,250,45,,2026-02
1079503642098413306,* CBD Charm â 5BR Heritage Stay + Free Parking,43367626,Sharon,Christchurch City,Central Ward,-43.5203136,172.650855,Entire home/apt,333.0,2.0,44,2026-03-01,1.9,16,148,24,,2026-03
1080137662914237741,Sweet Dream Room for a couple close to CBD,228628407,Gadith,Christchurch City,Central Ward,-43.5184188,172.6496774,Private room,126.0,1.0,29,2026-03-07,1.12,1,243,6,,2026-03
1080222911098517572,Queen Bedroom 10mins to Airport,559314158,Ryan,Christchurch City,Hornby Ward,-43.55118,172.52986,Private room,,1.0,50,2026-02-28,1.99,1,0,25,,2026-02
1080875914217650592,Airport guest inn,546736648,Rj,Christchurch City,Waimairi Ward,-43.52026,172.53807,Entire home/apt,110.0,1.0,0,,,1,357,0,,
1082916023342403004,Papakowhai Bach,147339087,Liz,Christchurch City,Banks Peninsula Ward,-43.76137,172.95085,Entire home/apt,263.0,2.0,31,2026-03-08,1.23,3,170,19,,2026-03
1083459656125082383,Luxury in Ilam | Walk to Uni,315800267,Kathryn,Christchurch City,Riccarton Ward,-43.52668,172.58825,Private room,320.0,1.0,8,2026-02-19,0.32,2,95,2,,2026-02
1083545545849121768,Chic 3-BR CBD Gem in Christchurch: Prime Location,551181197,Paula Kat Charlotte,Christchurch City,Central Ward,-43.5242973,172.6362563,Entire home/apt,284.0,1.0,40,2026-02-28,1.55,188,257,13,,2026-02
1083653200937480772,"2BR Townhouse: Cosy, Close to City, Car Park",551181197,Paula Kat Charlotte,Christchurch City,Linwood Ward,-43.54172,172.6565,Entire home/apt,203.0,1.0,36,2026-02-01,1.42,188,228,21,,2026-02
1083712092281523087,Central City Class,167302602,Megan,Christchurch City,Central Ward,-43.53266,172.63904,Entire home/apt,233.0,1.0,32,2025-04-19,1.42,1,1,2,,2025-04
1084148394653577698,"Near, but feels far",174666921,Rebecca,Christchurch City,Banks Peninsula Ward,-43.62742,172.7417,Entire home/apt,161.0,1.0,15,2026-03-06,0.59,1,266,5,,2026-03
1085712832302428003,Small/Single bedroom with private shower & toilet.,417869210,Tom,Christchurch City,Harewood Ward,-43.47905,172.58314,Private room,60.0,2.0,96,2026-01-26,3.73,1,43,15,,2026-01
1085736998993718128,Montreal Tack Room,235792794,Tiffany,Christchurch City,Central Ward,-43.5257371,172.6303234,Entire home/apt,689.0,1.0,2,2024-03-24,0.08,2,306,0,,2024-03
1085743649471320285,Peterborough Street Tack Room,235792794,Tiffany,Christchurch City,Central Ward,-43.5257371,172.6303234,Entire home/apt,689.0,1.0,0,,,2,283,0,,
1085811449983276963,Luxurious 3 bed home with pool,6120762,Caroline,Christchurch City,Fendalton Ward,-43.5133801,172.6051603,Entire home/apt,799.0,7.0,0,,,1,170,0,,
1085966000704620213,Central 3BR Stay on St Asaph Street,331763232,Managed By Williams,Christchurch City,Central Ward,-43.53507,172.63579,Entire home/apt,264.0,1.0,95,2026-03-07,3.69,132,52,38,,2026-03
1088774752680002629,Beautiful haven near airport!,131734373,Alicia,Christchurch City,Harewood Ward,-43.4902,172.5768,Entire home/apt,309.0,1.0,174,2026-03-01,6.8,10,283,76,,2026-03
1089268870229452068,2 Bedroom Rose Cottage Farmhouse Free Parking,172281587,David,Christchurch City,Innes Ward,-43.47116,172.6519,Entire home/apt,229.0,2.0,5,2026-01-01,0.2,1,238,3,,2026-01
1089482384897549348,French Peak Loft - French Farm Holiday Home,145244100,Bachcare,Christchurch City,Banks Peninsula Ward,-43.77739,172.89919,Entire home/apt,,1.0,5,2026-01-20,0.28,1417,363,2,,2026-01
1089973018895629280,Family Haven - mins from airport,561736486,Jessica,Christchurch City,Papanui Ward,-43.49232,172.59881,Entire home/apt,381.0,3.0,1,2024-10-03,0.06,1,364,0,,2024-10
1090280268723344343,Seaglass Beach House,561804702,Karina,Christchurch City,Coastal Ward,-43.55588,172.75165,Entire home/apt,1204.0,1.0,45,2026-03-12,1.79,1,306,20,,2026-03
1090303968066116998,4 Bedrooms in the Heart of Christchurch CBD,551181197,Paula Kat Charlotte,Christchurch City,Central Ward,-43.5366847,172.6407056,Entire home/apt,428.0,1.0,61,2026-03-07,2.53,188,226,20,,2026-03
